patient_id,first_name,last_name,dob,gender,ssn_last4,address,city,state,zip,phone,pcp_npi,insurance_id,last_visit_date,primary_dx_icd10
ECW-00046,Frank,Hernandez,1971-04-09,M,2137,9985 Vang Pines,Enid,OK,47896,(118)367-3657,NPI-6677889900,AETNA-HMO,1989-08-22,M54.5
ECW-00479,William,Bautista,1981-04-21,M,3399,58772 Cameron Meadows Suite 175,Enid,OK,82313,(348)458-7149,NPI-0987654321,MEDICARE-A,2008-11-02,J44.1
ECW-00277,Nicole,Howe,1991-10-31,F,9954,562 Doyle Overpass Apt. 870,Ravenview,KS,32032,(074)276-1707,NPI-6677889900,MEDICAID-OK,2026-05-08,E11.65
ECW-00196,Patricia,Anderson,1974-01-22,F,,8376 Ann Street,Tulsa,OK,83314,(659)116-6553,NPI-0987654321,MEDICAID-OK,2026-05-08,F32.9
ECW-00394,Laura,Lucas,1988-03-16,F,2110,5330 Jimenez Harbor Suite 117,Oklahoma City,OK,29596,(390)409-0742,NPI-7788990011,CIGNA-PPO,2026-05-08,Z00.00
ECW-00090,Sydney,Weaver,1952-08-15,F,4697,62312 Jeffery Motorway,New Arthurland,TX,50997,(700)886-0084,NPI-3344556677,BCBSOK-PPO,1979-01-22,M54.5
ECW-00138,Brent,Anderson,1997-02-25,M,1422,825 Jeffrey Fork Suite 655,Stillwater,OK,49471,(709)991-7381,NPI-6677889900,HUMANA-PPO,2019-08-28,M54.5
ECW-00068,Stacey,Jones,1988-01-11,F,6529,786 Morrow Cliffs Apt. 517,Moore,OK,78528,(922)680-1824,NPI-9988776655,AETNA-HMO,2026-05-08,I50.9
ECW-00105,Robert,Matthews,1943-05-04,M,1224,962 Kristen Via Apt. 095,Tulsa,OK,84982,(544)948-1260,NPI-1122334455,SELFPAY,1995-01-03,F32.9
ECW-00286,Timothy,Stein,1988-01-19,M,,08069 Tran Grove Suite 717,Oklahoma City,OK,95760,(243)757-3839,NPI-5544332211,MEDICAID-OK,2026-05-08,E11.9
ECW-00333,Karen,Dorsey,1966-03-23,F,,024 Blackburn Drive Suite 399,Midwest City,OK,20116,(691)836-2644,NPI-0987654321,CIGNA-PPO,1989-01-01,N18.3
ECW-00116,Richard,Stevenson,1967-03-19,M,5906,5973 Edward Lodge,Oklahoma City,OK,03850,(506)413-8367,NPI-1122334455,BCBSOK-PPO,2026-05-08,E11.9
ECW-00304,Timothy,Wallace,1970-04-24,M,3280,045 Christopher Ridges,Norman,OK,43375,(047)930-3614,NPI-9988776655,UNITEDHC,2004-03-26,I21.9
ECW-00355,Alexa,Jordan,1941-04-06,F,,88261 Smith Trafficway,Moore,OK,43765,(456)284-1772,NPI-9988776655,CIGNA-PPO,1970-09-07,F32.9
ECW-00084,Catherine,Taylor,1984-06-18,F,4155,6766 Felicia Shore Apt. 512,Broken Arrow,OK,86823,(004)786-8633,NPI-1234567890,UNITEDHC,2016-05-26,Z23
ECW-00267,Scott,Pruitt,1956-07-24,M,7824,4424 Richard Crescent,Broken Arrow,OK,23034,(778)660-3242,NPI-5544332211,SELFPAY,1999-06-09,I10
ECW-00121,Kathleen,Reyes,1989-02-22,F,,53244 Stephenson Bypass Apt. 476,Moore,OK,87014,(626)383-8065,NPI-9988776655,CIGNA-PPO,2026-05-08,N18.3
ECW-00122,Karen,Harrington,1955-06-13,F,5837,856 White Island Apt. 040,Oklahoma City,OK,78593,(213)348-0396,NPI-0987654321,AETNA-HMO,2020-07-10,M54.5
ECW-00374,Vanessa,Martinez,1973-08-15,F,2376,9036 Lynn Points,Oklahoma City,OK,91775,(662)056-3411,NPI-9988776655,BCBSOK-PPO,2023-11-24,J44.1
ECW-00053,Ashley,Scott,1954-12-26,F,6279,212 Marshall Port,Enid,OK,97995,(527)177-4490,NPI-1234567890,CIGNA-PPO,1984-04-28,Z23
ECW-00078,Ashley,Yang,1978-02-06,F,,08330 Robert Stravenue,Midwest City,OK,71208,(267)734-5401,NPI-9988776655,BCBSOK-PPO,2026-05-08,I21.9
ECW-00058,Lisa,Goodwin,2002-07-06,F,2988,3597 Hammond Tunnel Suite 886,Youngbury,KS,23924,(075)818-1412,NPI-9988776655,CIGNA-PPO,2026-05-08,N18.3
ECW-00282,Edward,Williams,1985-05-25,M,9625,81866 Steven Stravenue,Moore,OK,94549,(180)172-2601,NPI-7788990011,MEDICAID-OK,2026-05-08,E11.9
ECW-00256,Steven,Lopez,1964-08-31,M,7698,12495 Martin Parkway Apt. 891,Lawton,OK,19083,(342)801-3875,NPI-0987654321,HUMANA-PPO,1994-01-23,K21.0
ECW-00490,Alvin,Harris,1972-05-25,M,5633,05070 Robin Cape Suite 982,Garrettview,KS,21053,(161)177-6872,NPI-1234567890,CIGNA-PPO,2007-10-14,N18.4
ECW-00201,Lauren,Sutton,1956-02-16,F,3513,48262 Lonnie Point,Midwest City,OK,81252,(056)647-4231,NPI-3344556677,MEDICAID-OK,1982-07-04,F32.9
ECW-00081,Jeremy,Adams,1999-05-03,M,7658,5301 Parker Lodge,Kevinshire,TX,84145,(933)272-7956,NPI-5544332211,MEDICARE-A,2026-05-08,I21.9
ECW-00392,Jeff,Burgess,1949-08-19,M,9129,196 Gonzalez Knoll Suite 172,Lawton,OK,08496,(498)560-1256,NPI-1234567890,MEDICAID-OK,1967-11-17,E11.65
ECW-00409,Bradley,Nelson,1988-01-03,M,,9149 Vaughn Way,Moore,OK,01980,(382)872-3244,NPI-9988776655,SELFPAY,2026-05-08,M54.5
ECW-00481,Phillip,Smith,1972-10-13,M,6122,65274 Lori Flats Apt. 445,Edmond,OK,05665,(883)398-7411,NPI-6677889900,MEDICARE-A,2026-05-08,I50.9
ECW-00265,Dustin,Williams,1976-02-13,M,,91919 Nelson Port Suite 635,Moore,OK,14846,(853)664-9878,NPI-9988776655,CIGNA-PPO,2002-09-18,Z00.00
ECW-00451,Justin,Cuevas,2006-10-09,M,2458,5203 Ward Fields,Tulsa,OK,09451,(548)094-0476,NPI-1234567890,CIGNA-PPO,2026-05-08,J06.9
ECW-00026,Samuel,White,2001-07-30,M,6559,4549 Peters Path,Broken Arrow,OK,31367,(837)770-1436,NPI-3344556677,AETNA-HMO,2026-05-08,Z00.00
ECW-00296,Nicole,Raymond,1972-03-23,F,4977,96115 Williams Drives Apt. 545,Norman,OK,44702,(296)044-3270,NPI-3344556677,BCBSOK-PPO,2016-12-29,I50.9
ECW-00379,Thomas,Anderson,1999-02-23,M,3248,68740 Joyce Gardens Apt. 214,Williammouth,KS,62961,(367)157-7871,NPI-9988776655,AETNA-HMO,2026-05-08,K21.0
ECW-00109,Kelly,Wallace,1993-09-07,F,8935,271 Patrick Street Apt. 155,Lake Matthewville,TX,42622,(189)092-7532,NPI-5544332211,HUMANA-PPO,2014-04-15,J06.9
ECW-00493,Jennifer,Smith,1949-01-04,F,,5396 Haney Motorway Suite 871,Midwest City,OK,48552,(457)871-5841,NPI-5544332211,AETNA-HMO,2015-07-21,K21.0
ECW-00447,Julie,Holder,1972-11-25,F,5140,3318 Rivera Circle,Oklahoma City,OK,97921,(583)503-4469,NPI-3344556677,CIGNA-PPO,2025-08-13,Z00.00
ECW-00063,Robin,Brown,2001-06-06,F,7883,05486 King Terrace,Johnsonborough,AR,34505,(415)667-6527,NPI-0987654321,HUMANA-PPO,2026-05-08,E11.9
ECW-00023,Ruben,Ruiz,2000-08-24,M,1964,3100 James Brooks,Tulsa,OK,92327,(193)745-2991,NPI-7788990011,BCBSOK-PPO,2026-05-08,I10
ECW-00060,Sylvia,Kennedy,1984-11-01,F,,779 Rebecca Brook,Edmond,OK,43289,(861)434-1036,NPI-6677889900,MEDICARE-A,2007-11-01,F32.9
ECW-00396,Teresa,Garcia,1997-12-01,F,,02156 George Field,Midwest City,OK,58004,(010)414-5964,NPI-3344556677,MEDICARE-A,2026-05-08,F32.9
ECW-00095,Jerry,Peters,1948-11-30,M,5352,01581 Shields Bridge Suite 661,Norman,OK,83982,(622)444-7212,NPI-3344556677,HUMANA-PPO,1970-07-17,I50.9
ECW-00441,David,Barton,1986-09-19,M,6641,41662 Atkins Club,Enid,OK,18600,(892)196-3945,NPI-1122334455,AETNA-HMO,2026-05-08,M54.5
ECW-00390,Vanessa,Chaney,1991-05-22,F,6846,980 Aimee Glens Apt. 390,Edmond,OK,80882,(351)305-2312,NPI-3344556677,MEDICAID-OK,2026-05-08,Z00.00
ECW-00002,Mark,Johnson,2004-10-09,M,5012,819 Johnson Course,Johnberg,KS,33890,(838)637-9402,NPI-5544332211,UNITEDHC,2026-05-08,N18.4
ECW-00009,Jose,Ramirez,1952-05-14,M,9751,76311 Gomez Loop Suite 010,Lewisberg,TX,65133,(387)262-4731,NPI-5544332211,BCBSOK-PPO,1993-03-17,J06.9
ECW-00033,Scott,Rivera,1951-06-14,M,9565,6807 Leonard Islands Apt. 680,Lawton,OK,87603,(859)770-3482,NPI-3344556677,HUMANA-PPO,2008-02-23,I50.9
ECW-00268,Allen,Clarke,1977-05-21,M,8369,700 Lee Hills,Donnaburgh,KS,16516,(231)981-8984,NPI-9988776655,HUMANA-PPO,2022-11-03,Z23
ECW-00376,William,Walton,1991-12-12,M,,521 Russell Streets Apt. 820,Portermouth,TX,96790,(422)711-3322,NPI-6677889900,BCBSOK-PPO,2026-05-08,Z00.00
ECW-00237,Jessica,Cook,2003-03-30,F,2294,10822 Todd Crescent Apt. 379,Midwest City,OK,95635,(315)313-6363,NPI-3344556677,CIGNA-PPO,2026-05-08,N18.3
ECW-00223,Karen,Vaughn,1941-10-01,F,7606,847 Alexandra Ridge,Stillwater,OK,13718,(949)058-0778,NPI-1122334455,CIGNA-PPO,1976-10-05,I50.9
ECW-00484,Jeffery,Shaffer,1973-03-05,M,5572,085 Ariel Bypass,Stillwater,OK,85874,(951)191-8182,NPI-3344556677,AETNA-HMO,2003-03-31,J44.1
ECW-00059,Denise,Whitehead,1967-04-24,F,9270,1375 Robert Locks,Midwest City,OK,85361,(530)515-2204,NPI-1122334455,UNITEDHC,2011-10-23,I10
ECW-00024,Richard,Martin,1982-01-12,M,4510,90496 David Flat Apt. 931,Midwest City,OK,49190,(586)518-5067,NPI-1122334455,MEDICAID-OK,2026-05-08,E11.65
ECW-00324,Gabriel,Goodman,1965-12-27,M,9115,727 Skinner Extension,Murrayland,AR,09124,(186)210-4275,NPI-6677889900,UNITEDHC,2026-05-08,Z23
ECW-00261,John,Green,1953-09-24,M,1797,800 Beard Crest Suite 756,Midwest City,OK,77002,(842)762-4671,NPI-0987654321,BCBSOK-PPO,1985-04-16,Z23
ECW-00314,Pamela,Matthews,1971-07-12,F,4232,53042 Clark Common Suite 912,Oklahoma City,OK,86857,(872)558-7774,NPI-0987654321,MEDICARE-A,2026-05-08,F32.9
ECW-00362,Jerry,Love,1965-05-25,M,9083,94240 Laura Square,Joneschester,KS,36788,(127)868-6694,NPI-9988776655,UNITEDHC,2026-05-08,E11.9
ECW-00299,Ronald,Combs,1965-12-09,M,5991,89569 Travis Brooks Suite 626,Stillwater,OK,08564,(111)824-2241,NPI-3344556677,UNITEDHC,1991-07-09,K21.0
ECW-00310,Jessica,Moyer,1969-09-12,F,,9822 Parker Junctions Suite 508,Edmond,OK,92038,(806)533-3153,NPI-6677889900,HUMANA-PPO,2005-09-19,E11.65
ECW-00006,Darlene,Tran,2003-02-13,F,9785,184 Rodriguez Mews,Enid,OK,27048,(281)489-3252,NPI-7788990011,CIGNA-PPO,2026-05-08,E11.9
ECW-00281,Jay,Avila,1961-12-17,M,,266 Billy Junctions Suite 327,Tulsa,OK,88147,(617)422-4386,NPI-1234567890,MEDICAID-OK,2026-05-08,N18.4
ECW-00043,Trevor,Foley,1992-06-09,M,,585 Raymond Field,Norman,OK,17139,(005)329-3183,NPI-9988776655,HUMANA-PPO,2026-05-08,F32.9
ECW-00152,Jane,Brown,2000-10-09,F,1502,42442 Hannah Hill,Moore,OK,38057,(198)386-3840,NPI-1234567890,HUMANA-PPO,2026-05-08,N18.3
ECW-00097,Doris,Neal,1967-09-29,F,1653,4651 Brittany Plains Apt. 807,Faulknerbury,AR,37416,(724)342-6617,NPI-6677889900,SELFPAY,1992-10-15,I10
ECW-00191,Tony,Yu,1954-10-24,M,6447,38392 Reese Trafficway Suite 761,North Jessicaside,KS,22868,(528)975-5855,NPI-6677889900,UNITEDHC,1975-04-24,J44.1
ECW-00197,Frank,Wheeler,1958-01-29,M,2680,2597 Scott Viaduct,Midwest City,OK,33521,(103)924-0514,NPI-3344556677,UNITEDHC,2017-12-14,N18.4
ECW-00048,Emily,Garcia,1976-01-02,F,6139,73158 Wilson Harbors,Stillwater,OK,93689,(980)940-2445,NPI-7788990011,MEDICARE-A,2023-09-02,I50.9
ECW-00148,Samantha,Conner,1946-11-28,F,6793,837 Cox Center Apt. 758,Edmond,OK,99757,(113)055-4885,NPI-6677889900,HUMANA-PPO,1988-12-17,Z00.00
ECW-00365,Joshua,Irwin,1943-03-04,M,1719,649 Lisa Forges,Midwest City,OK,54396,(273)652-7172,NPI-3344556677,MEDICAID-OK,1982-09-06,N18.4
ECW-00332,Katherine,Frost,1950-09-10,F,8405,567 Davidson Radial Apt. 601,Enid,OK,69236,(458)750-6633,NPI-5544332211,MEDICARE-A,2011-01-15,Z00.00
ECW-00149,Michaela,Williams,1975-06-21,F,9313,2614 Jacob Walk,Tulsa,OK,63735,(160)917-7982,NPI-3344556677,AETNA-HMO,2026-05-08,J44.1
ECW-00164,Ashley,Schmitt,1989-04-26,F,3504,498 Nicholas Lane Suite 918,Midwest City,OK,46386,(557)790-8272,NPI-5544332211,CIGNA-PPO,2026-01-08,J44.1
ECW-00500,Kevin,Leon,1995-12-17,M,7456,113 Carpenter Station,Broken Arrow,OK,96605,(779)806-6039,NPI-6677889900,UNITEDHC,2026-05-08,I10
ECW-00044,Laurie,Li,1946-12-01,F,,2904 Vanessa Plains,Tulsa,OK,42102,(053)950-2402,NPI-1234567890,MEDICAID-OK,1966-11-21,N18.4
ECW-00262,Keith,Henry,2001-12-14,M,5739,4796 Miranda Haven,Alvarezburgh,AR,50090,(255)905-6165,NPI-5544332211,AETNA-HMO,2026-05-08,K21.0
ECW-00025,Brian,Yu,1998-07-22,M,8062,849 Marshall Views,Zimmermanchester,TX,94531,(473)799-6507,NPI-1122334455,MEDICARE-A,2026-05-08,K21.0
ECW-00248,Steven,Taylor,1983-07-21,M,4871,1509 Brandy Forges Suite 301,West Angelbury,TX,87186,(375)998-0562,NPI-6677889900,MEDICAID-OK,2014-05-01,Z00.00
ECW-00142,Zachary,Stanley,1963-01-12,M,8267,16761 Wells Drives,Stillwater,OK,30461,(849)926-1891,NPI-3344556677,UNITEDHC,2015-03-24,Z00.00
ECW-00216,Ashley,Brown,1980-05-01,F,1981,545 Jennifer Skyway Apt. 792,Myersshire,TX,17174,(773)329-4562,NPI-1122334455,AETNA-HMO,2026-05-08,K21.0
ECW-00454,Eric,Castro,1998-06-30,M,,7919 Davis Course,Norman,OK,21259,(020)357-1343,NPI-1234567890,SELFPAY,2026-05-08,K21.0
ECW-00458,Tricia,Rich,1955-12-22,F,3969,028 Sandra Ranch Apt. 922,South Ronaldview,AR,50142,(576)270-2324,NPI-1122334455,HUMANA-PPO,1998-09-26,K21.0
ECW-00363,Daniel,Smith,2006-06-12,M,,087 Turner Forges,Lawton,OK,44812,(308)340-2424,NPI-0987654321,UNITEDHC,2026-05-08,N18.4
ECW-00159,Rebecca,Atkinson,2005-05-02,F,2275,508 David Avenue Suite 881,Susanberg,AR,43536,(822)239-4312,NPI-0987654321,UNITEDHC,2026-05-08,E11.9
ECW-00210,Justin,Stone,1966-08-25,M,9476,2934 Aaron Burg Suite 139,Moore,OK,66055,(830)344-1448,NPI-5544332211,HUMANA-PPO,2026-05-08,I21.9
ECW-00467,Eric,Potter,1948-04-16,M,6584,702 Claudia Port Suite 604,Midwest City,OK,87368,(269)116-3319,NPI-3344556677,AETNA-HMO,1980-05-26,E11.65
ECW-00051,Donna,Wilson,1977-10-02,F,5844,622 Patel Forks Suite 160,Moore,OK,60715,(969)664-1605,NPI-5544332211,HUMANA-PPO,2024-02-26,N18.3
ECW-00018,Eric,Kelley,1953-04-13,M,1319,4369 Marshall Mills,Broken Arrow,OK,38721,(489)513-4332,NPI-7788990011,MEDICARE-A,1976-04-11,M54.5
ECW-00303,Glenn,Stevens,1945-11-09,M,1440,20970 Emily Loop Suite 681,Midwest City,OK,18071,(569)562-0175,NPI-7788990011,HUMANA-PPO,2022-11-09,E11.65
ECW-00102,Carrie,Nunez,1984-05-16,F,7622,251 Kevin Falls,Samanthashire,KS,52866,(929)662-7828,NPI-1234567890,BCBSOK-PPO,2026-05-08,I10
ECW-00302,April,Mahoney,1973-04-12,F,7437,3984 Evan Place Apt. 416,Nelsonview,AR,12846,(398)554-7435,NPI-0987654321,SELFPAY,2026-05-08,F32.9
ECW-00235,Alexis,Tucker,1986-11-04,F,,21946 Schwartz Ford,Midwest City,OK,24876,(329)092-7914,NPI-1122334455,CIGNA-PPO,2026-05-08,F32.9
ECW-00214,Randy,Garcia,1999-09-24,M,5336,8104 Gloria Ranch Apt. 570,East Jenny,AR,18409,(435)334-4857,NPI-6677889900,SELFPAY,2024-11-02,I10
ECW-00483,Brandon,Sanchez,1941-12-25,M,,840 Kelsey Cliff Suite 573,Norman,OK,25737,(553)449-0216,NPI-5544332211,MEDICAID-OK,2009-12-09,I10
ECW-00104,Joshua,Jackson,1983-01-22,M,5719,788 Ashley Grove Suite 807,Oklahoma City,OK,83613,(407)451-7133,NPI-6677889900,UNITEDHC,2019-10-22,E11.9
ECW-00442,Jessica,Paul,1992-01-13,F,1749,9764 Davis Lodge,Joshuaborough,TX,84748,(836)076-5817,NPI-3344556677,SELFPAY,2025-10-30,M54.5
ECW-00047,Jennifer,Blair,2004-07-16,F,5279,5452 Jones Village Apt. 161,Tulsa,OK,52809,(885)165-6049,NPI-7788990011,BCBSOK-PPO,2026-05-08,N18.3
ECW-00001,Carlos,Ramirez,1976-12-04,M,6789,742 Evergreen Terrace,Oklahoma City,OK,73102,(405)555-0182,NPI-9988776655,CIGNA-PPO,2026-05-08,I10
ECW-00386,Andrew,Johnson,1963-01-07,M,1920,955 Susan Meadows Apt. 863,Enid,OK,96096,(262)658-2631,NPI-1234567890,MEDICARE-A,2026-05-08,K21.0
ECW-00470,Natalie,Stephenson,1997-06-03,F,4209,832 Wood Well Apt. 273,Midwest City,OK,52410,(397)739-7327,NPI-1122334455,HUMANA-PPO,2026-05-08,J06.9
ECW-00209,Erin,Gutierrez,1959-11-09,F,7708,390 Ashley Roads,Lawton,OK,81794,(695)489-9529,NPI-7788990011,CIGNA-PPO,2019-05-13,I50.9
ECW-00072,Kathleen,Parker,1991-12-18,F,2876,68733 Williams Haven,Tulsa,OK,79748,(016)245-6506,NPI-3344556677,MEDICAID-OK,2026-05-08,Z00.00
ECW-00242,Joshua,Norton,1971-05-27,M,4052,508 Barron Creek,Oklahoma City,OK,65790,(552)818-3253,NPI-9988776655,SELFPAY,2006-04-13,J44.1
ECW-00085,Julia,Moore,1942-01-04,F,9595,106 John Cliff,Edmond,OK,19079,(030)673-8302,NPI-5544332211,BCBSOK-PPO,1969-12-30,I21.9
ECW-00459,Eric,Lopez,1963-09-05,M,,85072 Garcia Plaza,South Christopher,TX,63767,(316)252-6546,NPI-6677889900,CIGNA-PPO,1985-11-06,Z23
ECW-00498,Jane,Vance,1947-09-28,F,3561,769 Nancy Square,Enid,OK,74381,(199)537-6601,NPI-0987654321,BCBSOK-PPO,2005-02-20,K21.0
ECW-00098,William,Mendoza,1998-10-28,M,1339,8911 Diane Knoll,Fergusonchester,AR,29096,(561)014-3888,NPI-1234567890,BCBSOK-PPO,2026-05-08,N18.4
ECW-00113,Lisa,Parker,2005-08-22,F,7717,02027 Mills Tunnel,Midwest City,OK,42524,(105)648-1491,NPI-7788990011,CIGNA-PPO,2026-05-08,I21.9
ECW-00255,Jeff,Hines,1940-02-09,M,2196,07603 Antonio Shoals,Enid,OK,89071,(401)401-1939,NPI-0987654321,UNITEDHC,1969-07-31,M54.5
ECW-00020,William,Larson,1947-10-30,M,3705,868 Merritt Summit Suite 743,Enid,OK,48734,(714)345-5812,NPI-7788990011,HUMANA-PPO,1994-07-03,E11.9
ECW-00436,Jessica,Randolph,1955-12-07,F,,80032 Wiggins Forges Apt. 472,Norman,OK,72742,(318)306-1789,NPI-1234567890,UNITEDHC,2012-02-01,I10
ECW-00287,Susan,Morgan,1958-04-19,F,1539,46657 Christy Haven Apt. 722,Broken Arrow,OK,32971,(674)338-0054,NPI-0987654321,HUMANA-PPO,2026-05-08,E11.65
ECW-00232,Michelle,Watkins,1969-06-12,F,4340,1847 Levy Brook Apt. 505,Norman,OK,06138,(782)931-0270,NPI-0987654321,SELFPAY,2023-02-20,J06.9
ECW-00421,Hannah,Rios,1991-01-31,F,,2967 Diane Club,Norman,OK,48375,(374)584-3845,NPI-9988776655,AETNA-HMO,2012-03-20,E11.9
ECW-00012,Linda,Harvey,1994-06-28,F,9830,3534 Anderson Rue Suite 751,Sandovalshire,AR,07991,(183)842-5135,NPI-6677889900,MEDICAID-OK,2026-05-08,E11.65
ECW-00401,Jeffrey,Maldonado,1971-10-08,M,9043,31009 Allen Place,Moore,OK,14396,(661)347-3235,NPI-3344556677,CIGNA-PPO,2003-08-02,M54.5
ECW-00111,Elizabeth,Brown,1972-05-18,F,,9180 Peck Curve,South Paul,TX,69658,(271)091-0430,NPI-1122334455,SELFPAY,1992-10-07,M54.5
ECW-00230,Brittany,Bowman,1948-03-14,F,4728,642 Conway Ports,Enid,OK,08776,(618)306-7198,NPI-6677889900,CIGNA-PPO,1988-04-08,J06.9
ECW-00172,Alexandra,Jefferson,1981-07-11,F,3463,09883 Emily Lake Apt. 021,Edmond,OK,46566,(938)011-8489,NPI-6677889900,HUMANA-PPO,2026-05-08,M54.5
ECW-00266,Catherine,Smith,1973-03-30,F,9813,737 Giles Place,Norman,OK,96908,(357)232-4665,NPI-1122334455,CIGNA-PPO,2004-07-16,E11.65
ECW-00313,Alex,Byrd,1957-07-03,M,7985,153 Bryant Land Suite 289,Norman,OK,61122,(338)655-9630,NPI-9988776655,HUMANA-PPO,2015-03-17,Z23
ECW-00437,Christine,Thompson,1977-03-05,F,3897,496 Dana Orchard Apt. 434,Midwest City,OK,77695,(874)131-4675,NPI-1122334455,BCBSOK-PPO,2026-05-08,F32.9
ECW-00294,William,Trujillo,1979-05-12,M,5419,4492 Stone Gateway,Moore,OK,15893,(571)266-1106,NPI-7788990011,HUMANA-PPO,2026-05-08,N18.3
ECW-00430,Harold,Wagner,1976-03-25,M,4643,793 Hartman Forks Apt. 836,Enid,OK,92944,(551)166-8297,NPI-9988776655,CIGNA-PPO,2025-12-24,J06.9
ECW-00004,Diana,Reid,1987-03-29,F,5557,55341 Amanda Gardens Apt. 764,Moore,OK,83503,(056)413-9537,NPI-3344556677,AETNA-HMO,2026-05-08,E11.65
ECW-00166,Steven,Thomas,1964-12-12,M,5961,2869 Natalie Stream,Enid,OK,41379,(772)369-2929,NPI-1234567890,SELFPAY,2014-05-03,F32.9
ECW-00101,Jasmine,Bush,1981-02-27,F,7561,182 Nguyen Mount,West Karen,TX,14785,(969)691-5579,NPI-1234567890,SELFPAY,2007-05-14,J44.1
ECW-00249,Mike,Patterson,1970-08-24,M,6095,0455 Madden Well Apt. 376,Stillwater,OK,74266,(299)123-4785,NPI-1122334455,MEDICARE-A,2026-05-08,I21.9
ECW-00077,Teresa,Hendrix,1951-10-05,F,,5844 Ashley Plains Suite 652,Janetfort,TX,40415,(747)338-4842,NPI-0987654321,CIGNA-PPO,2014-05-30,Z00.00
ECW-00403,Linda,Montes,1999-09-01,F,2892,09438 Kari Trail,South Morganfort,TX,11457,(758)474-5705,NPI-3344556677,BCBSOK-PPO,2026-05-08,K21.0
ECW-00477,Morgan,Lowery,1943-04-16,F,6771,39977 Amanda Tunnel,New Kevin,KS,05137,(171)731-8939,NPI-7788990011,AETNA-HMO,1962-07-18,I10
ECW-00225,Adrian,Rodriguez,1995-06-22,M,,2437 Lauren Wall Apt. 512,New Joanne,KS,92766,(372)395-0410,NPI-0987654321,MEDICAID-OK,2026-05-08,E11.9
ECW-00181,Kimberly,Johnson,1999-06-29,F,5469,114 Christopher Loaf Suite 334,Tulsa,OK,72282,(005)577-8487,NPI-9988776655,CIGNA-PPO,2026-05-08,Z23
ECW-00327,Marie,Wood,1999-03-19,F,2923,64971 Johnathan Court,Stillwater,OK,95625,(257)150-9976,NPI-7788990011,MEDICARE-A,2025-03-29,M54.5
ECW-00073,Anthony,Hoffman,1979-01-11,M,7149,416 Duran Harbors Apt. 216,Stillwater,OK,55852,(398)680-0025,NPI-5544332211,MEDICARE-A,2020-07-13,M54.5
ECW-00250,Austin,Choi,1995-01-13,M,8454,06462 Page Throughway Apt. 326,Enid,OK,48704,(947)873-0024,NPI-6677889900,SELFPAY,2026-05-08,I50.9
ECW-00207,Preston,Smith,1988-12-26,M,4878,8097 Jay Shoals Suite 767,Enid,OK,19903,(849)830-2205,NPI-1122334455,CIGNA-PPO,2026-05-08,J06.9
ECW-00115,Robert,Klein,1951-08-16,M,5708,53654 Ashley Crest Apt. 238,Tulsa,OK,06174,(451)870-5349,NPI-1122334455,CIGNA-PPO,1989-01-18,E11.65
ECW-00139,Sean,James,1991-05-21,M,3076,0223 Ortiz Port Suite 252,Midwest City,OK,17525,(007)432-9271,NPI-1234567890,AETNA-HMO,2026-05-08,E11.9
ECW-00083,Katherine,Nolan,1964-07-23,F,6632,72867 Angelica Spring Suite 064,Midwest City,OK,03910,(651)801-7046,NPI-5544332211,UNITEDHC,2026-05-08,J06.9
ECW-00316,Julie,Oliver,1996-10-16,F,9019,7546 Hayden Fort Suite 151,Hayeschester,AR,48881,(431)115-0835,NPI-1122334455,CIGNA-PPO,2026-05-08,E11.9
ECW-00103,Carol,Roberts,2002-02-25,F,6927,0723 Maynard Parkways,West Megan,TX,76767,(721)903-4043,NPI-3344556677,BCBSOK-PPO,2026-05-08,E11.9
ECW-00125,Marie,,2004-01-09,F,3153,92644 Gregory Alley Suite 902,Moore,OK,95939,(172)513-5521,NPI-7788990011,BCBSOK-PPO,2026-05-08,Z00.00
ECW-00341,Kenneth,,1972-08-25,M,2678,9040 Melanie Manors Suite 528,Norman,OK,99316,(087)524-3772,NPI-9988776655,MEDICARE-A,2023-08-03,I21.9
ECW-00151,,Walls,2004-06-02,F,6062,39452 William Square,Norman,OK,51587,(996)846-0810,NPI-1122334455,MEDICARE-A,2026-05-08,E11.65
ECW-00331,Alejandro,,1993-11-23,M,5055,246 Torres Haven,Port Rebeccaport,TX,68971,(527)323-0085,NPI-3344556677,CIGNA-PPO,2026-05-08,Z00.00
ECW-00329,,Harris,1953-06-21,F,6302,339 Boyd Falls,Stillwater,OK,70171,(302)321-2983,NPI-9988776655,MEDICARE-A,1972-11-03,I50.9
